party_identifier,event_count,rera_complaint_count,mutation_rejection_count,cpgrams_escalation_count,cersai_flag_count,avg_days_between_events,multi_portal_escalation_score,events_last_30_days,events_last_60_days,state,district,predicted_dispute_type,label
PID-53046,4,2,0,0,0,20.7,0.6,1,2,Andhra Pradesh,Nellore,property_boundary,1
PID-64796,1,0,1,0,0,999,0.2,1,1,Tamil Nadu,Coimbatore,property_boundary,0
PID-68927,2,0,0,0,0,71.0,0.4,1,1,Madhya Pradesh,Bhopal,other_civil,0
PID-36172,3,0,0,0,0,50.5,0.4,1,1,Haryana,Karnal,rent_tenancy,0
PID-19458,2,1,1,0,0,80.0,0.4,1,1,Maharashtra,Pune,rent_tenancy,0
PID-23668,3,1,0,1,0,48.5,0.6,1,1,Karnataka,Mangaluru,rent_tenancy,0
PID-68136,1,0,0,0,0,999,0.2,1,1,Delhi,East Delhi,family_inheritance,0
PID-18603,2,1,0,0,0,47.0,0.4,1,2,Madhya Pradesh,Bhopal,rent_tenancy,0
PID-53550,2,0,0,0,1,88.0,0.4,1,1,Rajasthan,Kota,consumer,0
PID-98295,3,1,0,0,0,47.0,0.4,1,2,Andhra Pradesh,Vijayawada,property_boundary,0
PID-91039,3,1,0,2,0,68.0,0.4,1,1,Telangana,Nizamabad,rent_tenancy,0
PID-36138,2,0,0,0,0,37.0,0.4,1,2,Telangana,Khammam,property_boundary,0
PID-86023,3,0,0,1,1,53.5,0.4,1,1,Telangana,Nizamabad,neighbourhood,0
PID-52611,2,0,0,0,0,85.0,0.4,1,1,Kerala,Thiruvananthapuram,contract_breach,0
PID-53080,3,2,0,1,0,71.0,0.4,1,1,Andhra Pradesh,Nellore,property_boundary,0
PID-34498,2,0,0,1,0,69.0,0.4,1,1,Kerala,Kannur,consumer,0
PID-60279,3,0,0,0,0,15.0,0.4,1,3,Karnataka,Bengaluru Urban,money_loan,1
PID-47722,3,0,0,0,1,22.0,0.4,1,2,Kerala,Thrissur,rent_tenancy,1
PID-76418,3,0,2,0,0,72.0,0.4,1,1,Kerala,Thrissur,property_ownership,0
PID-78109,4,1,0,2,0,12.3,0.4,1,3,Rajasthan,Jodhpur,property_boundary,1
PID-97758,1,0,0,0,0,999,0.2,1,1,Karnataka,Belagavi,other_civil,0
PID-26268,7,1,2,0,0,13.3,1.0,2,3,Karnataka,Bengaluru Urban,property_ownership,1
PID-46604,2,0,0,0,1,75.0,0.2,1,1,Haryana,Ambala,consumer,0
PID-81741,5,1,0,1,0,9.8,0.8,1,2,Karnataka,Mysuru,property_boundary,1
PID-89246,7,2,0,0,1,17.0,0.8,1,2,Tamil Nadu,Tiruchirappalli,property_boundary,1
PID-54250,7,2,0,1,1,13.8,0.8,2,4,Karnataka,Bengaluru Urban,rent_tenancy,1
PID-88445,2,0,0,0,0,34.0,0.4,1,2,Delhi,East Delhi,money_loan,0
PID-56297,2,0,1,0,0,39.0,0.2,1,2,Tamil Nadu,Madurai,property_boundary,0
PID-12815,6,3,0,0,0,6.6,0.6,2,6,Madhya Pradesh,Gwalior,rent_tenancy,1
PID-43373,3,1,1,0,0,16.0,0.6,1,3,Maharashtra,Pune,rent_tenancy,1
PID-90988,1,0,0,0,1,999,0.2,1,1,Punjab,Jalandhar,neighbourhood,0
PID-72056,2,0,0,0,0,39.0,0.4,1,2,Gujarat,Vadodara,property_ownership,0
PID-75281,8,3,1,1,0,12.7,0.6,1,3,Bihar,Gaya,property_boundary,1
PID-77924,1,0,0,0,0,999,0.2,1,1,Bihar,Patna,contract_breach,0
PID-17094,8,1,0,3,1,16.6,1.0,2,3,Punjab,Patiala,property_ownership,1
PID-25574,2,0,1,1,0,80.0,0.4,1,1,Madhya Pradesh,Ujjain,property_ownership,0
PID-16457,6,1,0,1,1,13.0,1.0,1,3,Punjab,Amritsar,property_boundary,1
PID-66100,3,0,0,1,0,66.0,0.6,1,1,Madhya Pradesh,Jabalpur,other_civil,0
PID-85412,1,0,0,0,1,999,0.2,1,1,Punjab,Patiala,neighbourhood,0
PID-87263,3,0,0,0,1,60.0,0.2,1,1,Punjab,Ludhiana,neighbourhood,0
PID-30976,8,1,1,1,1,14.4,1.0,1,3,Andhra Pradesh,Vijayawada,rent_tenancy,1
PID-72447,7,0,3,0,0,17.5,0.8,2,4,Delhi,East Delhi,rent_tenancy,1
PID-88263,6,0,2,1,0,8.6,0.4,2,5,Madhya Pradesh,Gwalior,property_boundary,1
PID-35726,3,1,0,0,0,14.0,0.6,2,3,Uttar Pradesh,Kanpur,rent_tenancy,1
PID-62114,1,1,0,0,0,999,0.2,1,1,Madhya Pradesh,Gwalior,rent_tenancy,0
PID-30619,2,0,0,0,1,86.0,0.4,1,1,Tamil Nadu,Madurai,contract_breach,0
PID-99185,2,1,0,0,0,81.0,0.4,1,1,Bihar,Darbhanga,property_ownership,0
PID-24073,5,3,1,0,0,7.5,0.6,4,5,Gujarat,Rajkot,property_ownership,1
PID-17103,3,1,0,0,0,6.5,0.6,3,3,Gujarat,Vadodara,property_boundary,1
PID-62163,8,2,0,0,2,14.7,1.0,2,3,Tamil Nadu,Salem,property_boundary,1
PID-14150,3,0,1,1,0,34.5,0.6,1,2,West Bengal,Siliguri,property_boundary,0
PID-63346,2,0,0,1,1,51.0,0.4,1,1,Karnataka,Hubli-Dharwad,neighbourhood,0
PID-52947,1,0,0,0,1,999,0.2,1,1,Gujarat,Vadodara,employment,0
PID-78679,3,1,0,1,0,22.5,0.6,1,3,Punjab,Jalandhar,rent_tenancy,1
PID-72872,1,0,0,0,0,999,0.2,1,1,West Bengal,Durgapur,contract_breach,0
PID-94001,1,0,0,0,0,999,0.2,1,1,Uttar Pradesh,Noida,employment,0
PID-21323,2,0,0,0,0,72.0,0.2,1,1,Haryana,Karnal,rent_tenancy,0
PID-67272,6,1,0,0,0,12.6,1.0,2,5,Maharashtra,Nagpur,property_boundary,1
PID-83883,3,1,0,0,1,78.0,0.6,1,1,West Bengal,Asansol,property_boundary,0
PID-16053,2,2,0,0,0,55.0,0.2,1,2,Delhi,West Delhi,rent_tenancy,0
PID-61497,4,0,0,0,1,15.3,0.6,2,4,Delhi,Central Delhi,neighbourhood,1
PID-77035,3,1,0,1,0,40.5,0.6,1,2,Uttar Pradesh,Noida,property_boundary,0
PID-84498,6,0,2,0,1,15.4,0.8,1,3,Tamil Nadu,Salem,property_ownership,1
PID-27788,6,0,0,0,1,16.2,0.8,2,3,Haryana,Karnal,rent_tenancy,1
PID-36636,7,1,0,0,0,17.3,1.0,1,3,Uttar Pradesh,Lucknow,property_ownership,1
PID-43853,1,0,1,0,0,999,0.2,1,1,Haryana,Ambala,rent_tenancy,0
PID-14588,3,1,0,0,0,15.0,0.6,2,3,West Bengal,Siliguri,property_boundary,1
PID-24634,3,0,1,0,0,38.5,0.4,1,1,Tamil Nadu,Chennai,property_ownership,0
PID-96378,1,0,0,0,0,999,0.2,1,1,Madhya Pradesh,Gwalior,neighbourhood,0
PID-72226,6,1,2,1,0,16.6,0.8,1,3,Bihar,Darbhanga,property_boundary,1
PID-20961,3,0,0,0,0,60.5,0.4,1,1,Bihar,Gaya,employment,0
PID-41346,8,2,0,1,1,7.4,0.8,4,8,Bihar,Gaya,property_boundary,1
PID-74091,6,1,1,1,0,15.8,0.6,2,4,Rajasthan,Ajmer,property_boundary,1
PID-31586,1,0,1,0,0,999,0.2,1,1,Punjab,Patiala,rent_tenancy,0
PID-53868,6,1,2,0,0,16.4,1.0,1,2,Rajasthan,Jaipur,property_boundary,1
PID-87265,4,0,1,0,2,16.7,0.6,2,4,Tamil Nadu,Salem,property_boundary,1
PID-76977,3,0,0,1,0,78.5,0.2,1,1,Madhya Pradesh,Gwalior,neighbourhood,0
PID-78233,2,2,0,0,0,52.0,0.2,1,1,Telangana,Nizamabad,rent_tenancy,0
PID-74615,3,0,0,0,2,60.5,0.4,1,1,Karnataka,Mysuru,consumer,0
PID-16174,2,0,0,0,0,74.0,0.4,1,1,Haryana,Karnal,rent_tenancy,0
PID-73017,6,1,2,1,0,10.2,0.6,2,5,Telangana,Karimnagar,rent_tenancy,1
PID-54113,7,2,0,0,1,17.3,0.6,2,4,Maharashtra,Nagpur,rent_tenancy,1
PID-14860,2,1,0,0,0,47.0,0.4,1,2,Telangana,Karimnagar,property_ownership,0
PID-30474,2,0,0,0,0,86.0,0.4,1,1,West Bengal,Siliguri,contract_breach,0
PID-89119,6,1,0,1,0,14.2,0.8,2,4,Andhra Pradesh,Visakhapatnam,rent_tenancy,1
PID-53081,4,0,1,0,1,11.7,0.8,2,4,Uttar Pradesh,Noida,property_ownership,1
PID-34233,1,0,0,0,1,999,0.2,1,1,Delhi,Central Delhi,other_civil,0
PID-76452,4,2,0,1,1,10.7,0.4,3,4,Bihar,Patna,rent_tenancy,1
PID-71687,3,1,0,0,1,63.0,0.6,1,1,Maharashtra,Nashik,property_boundary,0
PID-64777,1,0,0,0,1,999,0.2,1,1,Uttar Pradesh,Noida,neighbourhood,0
PID-63093,8,2,1,0,1,11.4,0.8,1,4,Telangana,Karimnagar,property_ownership,1
PID-11869,3,1,0,1,1,67.5,0.6,1,1,West Bengal,Siliguri,property_ownership,0
PID-68314,2,2,0,0,0,84.0,0.2,1,1,Andhra Pradesh,Nellore,property_boundary,0
PID-79711,3,0,0,2,0,56.0,0.6,1,1,West Bengal,Howrah,consumer,0
PID-94182,7,2,0,0,1,15.0,0.8,1,2,Kerala,Kochi,rent_tenancy,1
PID-78244,4,1,0,0,0,15.0,0.6,2,3,Gujarat,Vadodara,property_ownership,1
PID-18108,1,0,0,0,0,999,0.2,1,1,Rajasthan,Kota,property_ownership,0
PID-31598,2,0,0,0,0,30.0,0.4,1,2,Rajasthan,Udaipur,property_ownership,0
PID-64997,3,1,0,1,0,18.5,0.4,1,2,Madhya Pradesh,Gwalior,rent_tenancy,1
PID-39600,2,0,1,0,0,81.0,0.4,1,1,Punjab,Jalandhar,property_ownership,0
PID-28428,4,2,0,0,0,17.7,0.6,1,2,Punjab,Chandigarh,rent_tenancy,1
PID-24065,3,0,2,0,0,50.0,0.4,1,2,Maharashtra,Pune,property_ownership,0
PID-25380,7,0,1,0,0,15.2,0.8,1,2,Tamil Nadu,Chennai,property_ownership,1
PID-40647,2,0,0,0,0,40.0,0.4,1,2,Uttar Pradesh,Varanasi,money_loan,0
PID-52015,2,1,0,0,0,73.0,0.4,1,1,Maharashtra,Nashik,rent_tenancy,0
PID-42610,7,1,1,1,0,13.3,0.8,3,5,Madhya Pradesh,Indore,rent_tenancy,1
PID-71907,1,1,0,0,0,999,0.2,1,1,Punjab,Jalandhar,property_ownership,0
PID-41689,2,1,0,1,0,36.0,0.4,1,2,Maharashtra,Thane,property_ownership,0
PID-50550,1,0,0,1,0,999,0.2,1,1,Delhi,South Delhi,neighbourhood,0
PID-39712,3,1,0,1,0,11.5,0.6,1,3,Kerala,Kozhikode,rent_tenancy,1
PID-35987,2,0,0,0,1,70.0,0.4,1,1,Delhi,West Delhi,neighbourhood,0
PID-89700,6,2,1,1,0,12.2,0.6,2,4,Punjab,Ludhiana,property_boundary,1
PID-96523,2,0,0,0,0,88.0,0.4,1,1,Uttar Pradesh,Kanpur,contract_breach,0
PID-13602,2,1,0,0,0,86.0,0.4,1,1,Telangana,Warangal,property_ownership,0
PID-64469,6,1,0,0,0,17.2,1.0,2,4,Maharashtra,Mumbai,rent_tenancy,1
PID-66516,3,0,0,0,0,78.0,0.6,1,1,Haryana,Karnal,rent_tenancy,0
PID-49286,7,3,0,0,0,12.2,0.8,1,4,Bihar,Muzaffarpur,property_ownership,1
PID-67141,3,1,0,0,0,41.5,0.6,1,1,Delhi,West Delhi,property_boundary,0
PID-19269,7,3,0,2,1,12.5,0.6,1,3,Punjab,Chandigarh,property_ownership,1
PID-84167,8,2,1,0,0,12.4,0.8,1,3,Kerala,Kannur,property_ownership,1
PID-38405,2,0,1,0,0,36.0,0.2,1,2,Gujarat,Vadodara,rent_tenancy,0
PID-39787,1,0,0,0,0,999,0.2,1,1,Uttar Pradesh,Agra,family_inheritance,0
PID-27077,3,1,0,1,0,86.5,0.6,1,1,Haryana,Ambala,property_boundary,0
PID-20990,3,0,0,0,2,85.5,0.4,1,1,Karnataka,Mangaluru,employment,0
PID-96447,6,4,0,0,0,16.0,0.6,2,4,Maharashtra,Nashik,property_ownership,1
PID-98485,2,0,0,0,0,79.0,0.4,1,1,Maharashtra,Pune,other_civil,0
PID-57359,6,0,0,0,2,12.2,0.6,2,4,West Bengal,Howrah,neighbourhood,1
PID-56355,2,0,1,0,1,89.0,0.2,1,1,Karnataka,Mangaluru,property_boundary,0
PID-75745,7,1,0,0,2,15.7,0.8,3,5,Bihar,Gaya,property_boundary,1
PID-17353,7,1,2,0,1,12.0,0.8,1,3,Andhra Pradesh,Vijayawada,property_boundary,1
PID-83353,3,1,1,0,1,59.5,0.6,1,1,Rajasthan,Jodhpur,property_ownership,0
PID-27699,1,0,0,0,0,999,0.2,1,1,Kerala,Thrissur,other_civil,0
PID-56651,2,0,0,2,0,41.0,0.4,1,1,Uttar Pradesh,Agra,other_civil,0
PID-52263,1,0,0,0,0,999,0.2,1,1,Punjab,Chandigarh,family_inheritance,0
PID-29388,3,1,0,0,0,79.0,0.6,1,1,Tamil Nadu,Coimbatore,property_ownership,0
PID-98011,7,2,1,0,2,9.5,0.8,2,5,West Bengal,Asansol,property_boundary,1
PID-63965,8,2,0,1,1,13.0,0.8,1,2,Uttar Pradesh,Agra,property_boundary,1
PID-74267,2,1,0,0,0,80.0,0.4,1,1,Andhra Pradesh,Nellore,property_boundary,0
PID-27001,3,2,0,0,0,4.0,0.4,3,3,Uttar Pradesh,Agra,property_boundary,1
PID-85924,2,0,0,0,0,88.0,0.4,1,1,Haryana,Ambala,employment,0
PID-99565,1,0,0,0,1,999,0.2,1,1,Haryana,Faridabad,property_boundary,0
PID-74215,1,0,0,0,0,999,0.2,1,1,Haryana,Karnal,employment,0
PID-53934,7,2,0,3,1,14.5,0.8,1,3,Karnataka,Mysuru,property_ownership,1
PID-85729,6,0,0,2,0,16.8,0.4,1,3,Madhya Pradesh,Bhopal,neighbourhood,1
PID-97340,4,1,0,1,1,11.7,0.6,1,4,Tamil Nadu,Coimbatore,property_boundary,1
PID-98508,2,0,0,0,1,65.0,0.4,1,1,Kerala,Thrissur,employment,0
PID-39898,2,0,1,0,1,67.0,0.4,1,1,Delhi,Central Delhi,property_boundary,0
PID-83812,3,1,0,1,0,53.5,0.6,1,1,Haryana,Panipat,rent_tenancy,0
PID-35731,4,1,0,0,0,14.3,0.8,1,4,Delhi,West Delhi,rent_tenancy,1
PID-42062,6,1,0,0,2,16.6,0.6,2,4,West Bengal,Asansol,rent_tenancy,1
PID-60676,3,2,0,0,0,70.0,0.4,1,1,West Bengal,Siliguri,rent_tenancy,0
PID-57896,3,0,0,1,0,46.5,0.6,1,1,Uttar Pradesh,Noida,neighbourhood,0
PID-85718,8,3,0,0,2,12.1,0.8,2,5,Haryana,Panipat,property_boundary,1
PID-30369,1,0,0,0,1,999,0.2,1,1,Karnataka,Mangaluru,money_loan,0
PID-77318,2,2,0,0,0,60.0,0.2,1,1,Delhi,North Delhi,property_ownership,0
PID-92175,3,0,1,1,0,59.0,0.4,1,1,West Bengal,Asansol,property_boundary,0
PID-17198,8,1,1,1,1,8.7,0.8,1,3,Maharashtra,Nagpur,property_ownership,1
PID-84435,7,1,0,2,1,16.0,1.0,1,3,Punjab,Patiala,rent_tenancy,1
PID-74498,3,1,0,0,0,68.0,0.6,1,1,Karnataka,Mysuru,rent_tenancy,0
PID-48561,1,1,0,0,0,999,0.2,1,1,Karnataka,Hubli-Dharwad,property_boundary,0
PID-20637,6,1,1,1,0,17.6,1.0,1,3,Gujarat,Surat,property_ownership,1
PID-13910,6,1,0,1,0,17.2,0.8,1,2,Bihar,Muzaffarpur,property_boundary,1
PID-16298,4,1,0,1,1,14.7,0.8,2,4,Tamil Nadu,Chennai,rent_tenancy,1
PID-71827,1,0,0,1,0,999,0.2,1,1,Madhya Pradesh,Jabalpur,other_civil,0
PID-91524,2,1,0,0,0,85.0,0.4,1,1,Tamil Nadu,Chennai,property_ownership,0
PID-39191,1,0,0,0,0,999,0.2,1,1,West Bengal,Kolkata,property_ownership,0
PID-34225,8,6,0,0,0,12.6,0.6,2,4,Bihar,Gaya,property_ownership,1
PID-79424,3,2,0,0,0,66.5,0.4,1,1,Bihar,Muzaffarpur,property_ownership,0
PID-76259,3,1,0,1,0,63.5,0.6,1,1,Andhra Pradesh,Nellore,property_ownership,0
PID-79378,5,0,0,0,1,15.5,0.8,1,3,Rajasthan,Ajmer,neighbourhood,1
PID-57205,8,3,0,1,0,12.7,0.8,1,4,Bihar,Muzaffarpur,rent_tenancy,1
PID-31697,8,2,0,0,1,15.4,0.8,1,3,Punjab,Patiala,property_boundary,1
PID-19297,3,0,1,0,0,36.0,0.4,1,2,Uttar Pradesh,Lucknow,property_boundary,0
PID-28167,1,0,0,0,0,999,0.2,1,1,Bihar,Bhagalpur,consumer,0
PID-87068,2,0,0,0,1,85.0,0.4,1,1,Delhi,Central Delhi,other_civil,0
PID-93340,1,0,1,0,0,999,0.2,1,1,Andhra Pradesh,Nellore,property_ownership,0
PID-94391,3,0,0,2,1,81.0,0.2,1,1,Haryana,Panipat,neighbourhood,0
PID-85913,2,0,0,1,0,31.0,0.2,1,2,Bihar,Patna,neighbourhood,0
PID-27600,3,1,1,0,0,7.0,0.6,1,3,Haryana,Faridabad,property_ownership,1
PID-83516,4,0,0,1,0,10.3,0.6,2,4,Maharashtra,Mumbai,other_civil,1
PID-79327,1,1,0,0,0,999,0.2,1,1,Telangana,Karimnagar,property_ownership,0
PID-61147,3,1,0,0,0,57.5,0.6,1,1,Delhi,East Delhi,rent_tenancy,0
PID-55097,1,0,0,1,0,999,0.2,1,1,Rajasthan,Jaipur,consumer,0
PID-38357,2,0,0,0,1,44.0,0.4,1,1,Rajasthan,Kota,other_civil,0
PID-69168,3,0,1,0,0,59.5,0.6,1,1,West Bengal,Howrah,property_boundary,0
PID-47178,7,2,1,0,1,14.8,0.8,1,3,Kerala,Kozhikode,property_ownership,1
PID-98230,6,0,1,3,0,10.4,0.6,3,6,Telangana,Hyderabad,rent_tenancy,1
PID-97215,2,0,0,0,1,68.0,0.2,1,1,Maharashtra,Nashik,property_boundary,0
PID-48483,3,0,0,0,0,59.5,0.6,1,1,Punjab,Amritsar,consumer,0
PID-81237,3,0,0,0,0,13.0,0.4,1,3,Haryana,Ambala,other_civil,1
PID-97581,3,0,1,0,0,65.5,0.4,1,2,Kerala,Thrissur,property_boundary,0
PID-55890,6,1,1,1,0,13.4,0.6,1,4,Bihar,Gaya,property_ownership,1
PID-27884,4,1,0,0,0,11.0,0.6,2,4,Uttar Pradesh,Agra,property_boundary,1
PID-43682,8,4,1,1,0,15.9,1.0,2,4,Tamil Nadu,Chennai,property_boundary,1
PID-36405,3,0,0,1,0,59.0,0.6,1,1,Delhi,North Delhi,other_civil,0
PID-27810,5,2,0,0,0,16.0,0.6,1,3,Telangana,Nizamabad,property_ownership,1
PID-97062,8,2,0,2,0,13.4,1.0,2,4,Andhra Pradesh,Visakhapatnam,property_boundary,1
PID-73025,3,1,0,2,0,6.0,0.6,2,3,West Bengal,Asansol,rent_tenancy,1
PID-91563,2,0,0,0,0,75.0,0.4,1,1,Uttar Pradesh,Kanpur,rent_tenancy,0
PID-26580,2,1,0,0,0,78.0,0.4,1,1,Haryana,Ambala,property_ownership,0
PID-70764,7,1,0,2,0,11.0,1.0,2,4,Rajasthan,Kota,property_boundary,1
PID-12380,8,0,0,3,1,16.0,0.8,2,3,Karnataka,Mangaluru,neighbourhood,1
PID-11013,3,0,1,0,2,68.5,0.6,1,1,West Bengal,Howrah,rent_tenancy,0
PID-95229,5,0,1,0,0,10.2,0.6,2,5,Gujarat,Surat,rent_tenancy,1
PID-59046,3,0,1,0,0,56.0,0.4,1,1,Tamil Nadu,Tiruchirappalli,rent_tenancy,0
PID-74213,6,2,0,0,0,11.4,0.8,2,5,Delhi,South Delhi,property_ownership,1
PID-54767,4,1,0,0,0,20.0,0.8,1,3,Punjab,Chandigarh,property_boundary,1
PID-37265,3,1,0,1,0,8.0,0.6,2,3,Kerala,Kannur,property_ownership,1
PID-28758,4,4,0,0,0,19.3,0.2,1,3,Kerala,Kannur,property_boundary,1
PID-62521,6,1,0,1,1,13.6,1.0,1,3,Maharashtra,Mumbai,property_ownership,1
PID-94905,3,0,0,1,0,10.0,0.4,1,3,Haryana,Panipat,consumer,1
PID-94057,1,0,0,1,0,999,0.2,1,1,West Bengal,Howrah,neighbourhood,0
PID-12337,1,0,0,0,0,999,0.2,1,1,Maharashtra,Thane,neighbourhood,0
PID-95303,2,0,0,0,1,69.0,0.2,1,1,Telangana,Hyderabad,employment,0
PID-47275,3,1,0,0,0,53.0,0.6,1,1,Gujarat,Gandhinagar,rent_tenancy,0
PID-18236,3,0,0,0,0,56.5,0.6,1,1,Punjab,Ludhiana,money_loan,0
PID-40356,2,1,1,0,0,78.0,0.4,1,1,Kerala,Kochi,rent_tenancy,0
PID-89557,8,2,2,0,0,14.4,1.0,1,2,West Bengal,Kolkata,property_boundary,1
PID-54876,1,0,0,0,0,999,0.2,1,1,Uttar Pradesh,Noida,employment,0
PID-47889,1,0,0,0,0,999,0.2,1,1,Karnataka,Mysuru,employment,0
PID-49139,6,0,0,0,1,15.8,0.8,1,3,Karnataka,Mangaluru,other_civil,1
PID-26724,3,0,0,0,0,77.0,0.2,1,1,Rajasthan,Jodhpur,property_boundary,0
PID-89803,8,5,1,1,0,15.7,0.6,2,4,Kerala,Kozhikode,property_ownership,1
PID-55323,3,0,0,1,1,41.0,0.4,1,1,Punjab,Patiala,consumer,0
PID-17216,2,0,0,1,0,32.0,0.2,1,2,Tamil Nadu,Coimbatore,neighbourhood,0
PID-36228,6,0,0,2,1,11.0,0.6,2,4,Gujarat,Gandhinagar,other_civil,1
PID-97970,6,3,0,0,0,17.2,0.8,1,3,Telangana,Nizamabad,property_boundary,1
PID-91955,3,1,0,1,0,21.5,0.4,1,2,Uttar Pradesh,Agra,rent_tenancy,1
PID-87615,2,1,0,0,1,69.0,0.4,1,1,Bihar,Darbhanga,rent_tenancy,0
PID-60969,2,0,0,0,1,71.0,0.4,1,1,Madhya Pradesh,Indore,contract_breach,0
PID-33629,3,0,0,0,0,51.0,0.4,1,1,Bihar,Muzaffarpur,consumer,0
PID-20786,3,0,0,2,0,75.5,0.6,1,1,Haryana,Gurugram,neighbourhood,0
PID-86227,3,1,0,0,0,79.5,0.6,1,1,Haryana,Ambala,rent_tenancy,0
PID-35866,1,0,0,0,1,999,0.2,1,1,Haryana,Karnal,other_civil,0
PID-63517,3,1,0,0,0,53.5,0.4,1,1,Telangana,Nizamabad,property_boundary,0
PID-42138,2,1,0,0,0,78.0,0.4,1,1,Rajasthan,Udaipur,property_ownership,0
PID-54579,6,2,0,2,0,12.8,0.8,2,4,Tamil Nadu,Coimbatore,rent_tenancy,1
PID-60631,1,1,0,0,0,999,0.2,1,1,Maharashtra,Pune,property_ownership,0
PID-47923,7,0,0,2,0,11.3,0.8,2,5,Gujarat,Vadodara,other_civil,1
PID-24970,6,1,0,0,0,20.4,0.6,1,2,Maharashtra,Thane,property_boundary,1
PID-25961,1,0,0,0,0,999,0.2,1,1,Rajasthan,Ajmer,property_boundary,0
PID-46327,3,1,0,0,1,51.0,0.6,1,2,West Bengal,Siliguri,rent_tenancy,0
PID-41992,1,1,0,0,0,999,0.2,1,1,Rajasthan,Jodhpur,property_boundary,0
PID-40968,3,1,1,1,0,16.0,0.4,1,3,Haryana,Faridabad,property_ownership,1
PID-39730,3,0,0,0,1,60.0,0.4,1,2,Karnataka,Bengaluru Urban,contract_breach,0
PID-20704,3,2,0,0,0,66.5,0.4,1,1,Tamil Nadu,Chennai,property_ownership,0
PID-58429,1,1,0,0,0,999,0.2,1,1,Madhya Pradesh,Indore,rent_tenancy,0
PID-97548,1,0,0,0,0,999,0.2,1,1,Punjab,Chandigarh,contract_breach,0
PID-61096,1,0,0,0,1,999,0.2,1,1,Gujarat,Rajkot,neighbourhood,0
PID-11647,5,1,0,1,1,18.5,0.8,1,2,Bihar,Darbhanga,rent_tenancy,1
PID-48061,8,1,1,1,1,13.0,0.8,1,3,Telangana,Warangal,property_ownership,1
PID-31354,8,1,1,0,1,11.4,1.0,1,3,Maharashtra,Mumbai,property_ownership,1
PID-15411,3,0,0,0,0,57.5,0.6,1,1,Delhi,Central Delhi,contract_breach,0
PID-11512,8,2,0,1,2,15.6,0.8,2,4,Karnataka,Hubli-Dharwad,property_boundary,1
PID-71829,1,0,0,0,1,999,0.2,1,1,Gujarat,Surat,neighbourhood,0
PID-33090,3,0,1,0,0,47.5,0.4,1,1,Uttar Pradesh,Lucknow,rent_tenancy,0
PID-55687,6,1,0,0,1,12.0,0.8,2,5,Delhi,Central Delhi,property_boundary,1
PID-41222,1,0,0,1,0,999,0.2,1,1,Bihar,Gaya,neighbourhood,0
PID-74517,3,1,0,0,0,12.5,0.6,3,3,Andhra Pradesh,Guntur,property_ownership,1
PID-97604,1,0,0,0,0,999,0.2,1,1,Bihar,Gaya,consumer,0
PID-23219,4,2,0,0,0,19.3,0.6,1,2,Kerala,Kochi,rent_tenancy,1
PID-87803,6,1,0,1,2,17.8,0.8,1,3,Rajasthan,Kota,property_boundary,1
PID-77969,6,3,0,0,0,12.2,0.8,1,3,Uttar Pradesh,Kanpur,property_ownership,1
PID-51228,2,1,0,0,0,37.0,0.4,1,2,Karnataka,Mangaluru,property_boundary,0
PID-43719,2,1,0,1,0,38.0,0.4,1,1,Telangana,Hyderabad,rent_tenancy,0
PID-71391,5,2,1,0,0,18.5,0.8,1,3,Bihar,Muzaffarpur,rent_tenancy,1
PID-97641,2,0,0,0,0,83.0,0.4,1,1,Telangana,Hyderabad,consumer,0
PID-12942,4,1,0,2,0,12.0,0.6,2,4,Andhra Pradesh,Tirupati,property_ownership,1
PID-71661,2,1,0,0,0,80.0,0.4,1,1,Andhra Pradesh,Vijayawada,rent_tenancy,0
PID-49380,2,0,0,0,0,84.0,0.2,1,1,Gujarat,Rajkot,other_civil,0
PID-92564,2,0,0,1,1,82.0,0.4,1,1,Uttar Pradesh,Kanpur,consumer,0
PID-53190,3,0,1,0,0,86.5,0.4,1,1,Kerala,Kozhikode,rent_tenancy,0
PID-44866,3,0,0,1,0,7.5,0.4,2,3,Kerala,Kannur,consumer,1
PID-61186,8,0,0,0,3,12.3,0.8,1,4,Tamil Nadu,Madurai,property_boundary,1
PID-62887,2,0,0,0,0,48.0,0.4,1,1,Gujarat,Vadodara,family_inheritance,0
PID-38917,8,2,1,1,1,13.4,1.0,1,2,Karnataka,Mangaluru,rent_tenancy,1
PID-38519,2,0,1,0,1,44.0,0.4,1,1,Gujarat,Ahmedabad,rent_tenancy,0
PID-36907,4,2,0,0,0,12.7,0.4,3,4,Madhya Pradesh,Indore,rent_tenancy,1
PID-29305,6,2,1,0,0,10.4,0.8,2,4,Andhra Pradesh,Visakhapatnam,property_boundary,1
PID-16393,2,1,0,0,0,60.0,0.4,1,1,Kerala,Kozhikode,rent_tenancy,0
PID-11600,3,1,0,0,2,40.0,0.6,1,2,Karnataka,Mangaluru,rent_tenancy,0
PID-99905,1,0,1,0,0,999,0.2,1,1,Kerala,Thrissur,property_ownership,0
PID-53390,3,0,0,0,1,72.0,0.6,1,1,Haryana,Ambala,family_inheritance,0
PID-17184,7,0,0,0,2,15.5,0.6,2,3,Bihar,Muzaffarpur,other_civil,1
PID-79067,4,1,0,0,1,13.7,0.4,1,3,Punjab,Chandigarh,property_ownership,1
PID-17709,1,0,0,0,0,999,0.2,1,1,Delhi,East Delhi,consumer,0
